0.00.318.843 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.01.424.319 I srv    load_model: loading model '/home/mark/AI/Models/Qwen 3.6/27B/Qwen3.6-27B-Q4_K_M.gguf'
0.39.896.873 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.39.933.382 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.39.933.439 I srv  llama_server: model loaded
0.39.933.447 I srv  llama_server: listening on http://0.0.0.0:8091
0.40.019.200 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
25.53.422.475 I slot print_timing: id  3 | task 12574 | prompt eval time =    1018.63 ms /    31 tokens (   32.86 ms per token,    30.43 tokens per second)
25.53.422.483 I slot print_timing: id  3 | task 12574 |        eval time =    5507.62 ms /    64 tokens (   86.06 ms per token,    11.62 tokens per second)
25.53.422.485 I slot print_timing: id  3 | task 12574 |       total time =    6526.26 ms /    95 tokens
25.53.422.486 I slot print_timing: id  3 | task 12574 |    graphs reused =      11646
25.53.422.602 I slot      release: id  3 | task 12574 | stop processing: n_tokens = 624, truncated = 0
25.53.465.953 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.899
25.53.466.563 I slot launch_slot_: id  3 | task 12640 | processing task, is_child = 0
26.00.114.208 I slot print_timing: id  3 | task 12640 | prompt eval time =    1086.14 ms /    31 tokens (   35.04 ms per token,    28.54 tokens per second)
26.00.114.217 I slot print_timing: id  3 | task 12640 |        eval time =    5561.45 ms /    64 tokens (   86.90 ms per token,    11.51 tokens per second)
26.00.114.218 I slot print_timing: id  3 | task 12640 |       total time =    6647.59 ms /    95 tokens
26.00.114.220 I slot print_timing: id  3 | task 12640 |    graphs reused =      11708
26.00.114.324 I slot      release: id  3 | task 12640 | stop processing: n_tokens = 624, truncated = 0
26.00.156.963 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.899
26.00.157.615 I slot launch_slot_: id  3 | task 12706 | processing task, is_child = 0
26.06.696.127 I slot print_timing: id  3 | task 12706 | prompt eval time =    1032.17 ms /    31 tokens (   33.30 ms per token,    30.03 tokens per second)
26.06.696.135 I slot print_timing: id  3 | task 12706 |        eval time =    5506.27 ms /    64 tokens (   86.04 ms per token,    11.62 tokens per second)
26.06.696.136 I slot print_timing: id  3 | task 12706 |       total time =    6538.44 ms /    95 tokens
26.06.696.138 I slot print_timing: id  3 | task 12706 |    graphs reused =      11770
26.06.696.484 I slot      release: id  3 | task 12706 | stop processing: n_tokens = 624, truncated = 0
26.06.742.639 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.899
26.06.743.298 I slot launch_slot_: id  3 | task 12772 | processing task, is_child = 0
26.13.270.754 I slot print_timing: id  3 | task 12772 | prompt eval time =    1019.76 ms /    31 tokens (   32.90 ms per token,    30.40 tokens per second)
26.13.270.762 I slot print_timing: id  3 | task 12772 |        eval time =    5507.63 ms /    64 tokens (   86.06 ms per token,    11.62 tokens per second)
26.13.270.764 I slot print_timing: id  3 | task 12772 |       total time =    6527.40 ms /    95 tokens
26.13.270.766 I slot print_timing: id  3 | task 12772 |    graphs reused =      11832
26.13.270.896 I slot      release: id  3 | task 12772 | stop processing: n_tokens = 624, truncated = 0
26.13.318.463 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.924 (> 0.100 thold), f_keep = 0.854
26.13.319.199 I slot launch_slot_: id  3 | task 12838 | processing task, is_child = 0
26.23.307.901 I slot print_timing: id  3 | task 12838 | n_decoded =    100, tg =  11.48 t/s, tg_3s =  11.48 t/s
26.24.411.819 I slot print_timing: id  3 | task 12838 | prompt eval time =    1274.52 ms /    47 tokens (   27.12 ms per token,    36.88 tokens per second)
26.24.411.827 I slot print_timing: id  3 | task 12838 |        eval time =    9818.05 ms /   112 tokens (   87.66 ms per token,    11.41 tokens per second)
26.24.411.829 I slot print_timing: id  3 | task 12838 |       total time =   11092.57 ms /   159 tokens
26.24.411.835 I slot print_timing: id  3 | task 12838 |    graphs reused =      11942
26.24.415.149 I slot      release: id  3 | task 12838 | stop processing: n_tokens = 688, truncated = 0
26.24.459.909 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.839
26.24.460.537 I slot launch_slot_: id  3 | task 12952 | processing task, is_child = 0
26.34.377.763 I slot print_timing: id  3 | task 12952 | n_decoded =    100, tg =  11.56 t/s, tg_3s =  11.56 t/s
26.35.425.891 I slot print_timing: id  3 | task 12952 | prompt eval time =    1266.47 ms /    47 tokens (   26.95 ms per token,    37.11 tokens per second)
26.35.425.900 I slot print_timing: id  3 | task 12952 |        eval time =    9698.82 ms /   112 tokens (   86.60 ms per token,    11.55 tokens per second)
26.35.425.902 I slot print_timing: id  3 | task 12952 |       total time =   10965.29 ms /   159 tokens
26.35.425.903 I slot print_timing: id  3 | task 12952 |    graphs reused =      12052
26.35.426.325 I slot      release: id  3 | task 12952 | stop processing: n_tokens = 688, truncated = 0
26.35.473.973 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.839
26.35.474.648 I slot launch_slot_: id  3 | task 13066 | processing task, is_child = 0
26.45.408.908 I slot print_timing: id  3 | task 13066 | n_decoded =    100, tg =  11.47 t/s, tg_3s =  11.47 t/s
26.46.477.942 I slot print_timing: id  3 | task 13066 | prompt eval time =    1216.85 ms /    47 tokens (   25.89 ms per token,    38.62 tokens per second)
26.46.477.950 I slot print_timing: id  3 | task 13066 |        eval time =    9786.37 ms /   112 tokens (   87.38 ms per token,    11.44 tokens per second)
26.46.477.952 I slot print_timing: id  3 | task 13066 |       total time =   11003.22 ms /   159 tokens
26.46.477.953 I slot print_timing: id  3 | task 13066 |    graphs reused =      12162
26.46.478.317 I slot      release: id  3 | task 13066 | stop processing: n_tokens = 688, truncated = 0
26.46.534.541 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.839
26.46.535.224 I slot launch_slot_: id  3 | task 13180 | processing task, is_child = 0
26.56.417.479 I slot print_timing: id  3 | task 13180 | n_decoded =    100, tg =  11.56 t/s, tg_3s =  11.56 t/s
26.57.466.266 I slot print_timing: id  3 | task 13180 | prompt eval time =    1230.16 ms /    47 tokens (   26.17 ms per token,    38.21 tokens per second)
26.57.466.274 I slot print_timing: id  3 | task 13180 |        eval time =    9700.82 ms /   112 tokens (   86.61 ms per token,    11.55 tokens per second)
26.57.466.276 I slot print_timing: id  3 | task 13180 |       total time =   10930.98 ms /   159 tokens
26.57.466.277 I slot print_timing: id  3 | task 13180 |    graphs reused =      12272
26.57.466.644 I slot      release: id  3 | task 13180 | stop processing: n_tokens = 688, truncated = 0
26.57.510.205 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.839
26.57.511.078 I slot launch_slot_: id  3 | task 13294 | processing task, is_child = 0
27.07.381.474 I slot print_timing: id  3 | task 13294 | n_decoded =    100, tg =  11.56 t/s, tg_3s =  11.56 t/s
27.08.429.683 I slot print_timing: id  3 | task 13294 | prompt eval time =    1217.93 ms /    47 tokens (   25.91 ms per token,    38.59 tokens per second)
27.08.429.691 I slot print_timing: id  3 | task 13294 |        eval time =    9700.61 ms /   112 tokens (   86.61 ms per token,    11.55 tokens per second)
27.08.429.692 I slot print_timing: id  3 | task 13294 |       total time =   10918.54 ms /   159 tokens
27.08.429.694 I slot print_timing: id  3 | task 13294 |    graphs reused =      12382
27.08.430.066 I slot      release: id  3 | task 13294 | stop processing: n_tokens = 688, truncated = 0
27.08.478.791 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 178452158377
27.08.479.353 I slot launch_slot_: id  2 | task 13408 | processing task, is_child = 0
27.08.479.503 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1831.087 MiB)
27.16.194.290 I slot print_timing: id  2 | task 13408 | prompt processing, n_tokens =    469, progress = 0.95, t =   3.73 s / 125.78 tokens per second
27.18.179.163 I slot print_timing: id  2 | task 13408 | prompt processing, n_tokens =    488, progress = 0.99, t =   5.71 s / 85.41 tokens per second
27.23.696.594 I slot print_timing: id  2 | task 13408 | prompt eval time =    6512.06 ms /   492 tokens (   13.24 ms per token,    75.55 tokens per second)
27.23.699.004 I slot print_timing: id  2 | task 13408 |        eval time =    4718.96 ms /    55 tokens (   85.80 ms per token,    11.66 tokens per second)
27.23.699.017 I slot print_timing: id  2 | task 13408 |       total time =   11231.03 ms /   547 tokens
27.23.699.019 I slot print_timing: id  2 | task 13408 |    graphs reused =      12434
27.23.700.233 I slot      release: id  2 | task 13408 | stop processing: n_tokens = 546, truncated = 0
27.23.742.959 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.901
27.23.743.431 I slot launch_slot_: id  2 | task 13467 | processing task, is_child = 0
27.29.508.176 I slot print_timing: id  2 | task 13467 | prompt eval time =    1013.22 ms /    23 tokens (   44.05 ms per token,    22.70 tokens per second)
27.29.508.184 I slot print_timing: id  2 | task 13467 |        eval time =    4751.46 ms /    55 tokens (   86.39 ms per token,    11.58 tokens per second)
27.29.508.185 I slot print_timing: id  2 | task 13467 |       total time =    5764.68 ms /    78 tokens
27.29.508.187 I slot print_timing: id  2 | task 13467 |    graphs reused =      12486
27.29.508.292 I slot      release: id  2 | task 13467 | stop processing: n_tokens = 546, truncated = 0
27.29.550.369 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.901
27.29.550.927 I slot launch_slot_: id  2 | task 13524 | processing task, is_child = 0
27.35.300.064 I slot print_timing: id  2 | task 13524 | prompt eval time =    1030.70 ms /    23 tokens (   44.81 ms per token,    22.31 tokens per second)
27.35.300.072 I slot print_timing: id  2 | task 13524 |        eval time =    4718.36 ms /    55 tokens (   85.79 ms per token,    11.66 tokens per second)
27.35.302.424 I slot print_timing: id  2 | task 13524 |       total time =    5749.06 ms /    78 tokens
27.35.302.432 I slot print_timing: id  2 | task 13524 |    graphs reused =      12538
27.35.302.791 I slot      release: id  2 | task 13524 | stop processing: n_tokens = 546, truncated = 0
27.35.345.131 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.901
27.35.345.623 I slot launch_slot_: id  2 | task 13581 | processing task, is_child = 0
27.41.070.066 I slot print_timing: id  2 | task 13581 | prompt eval time =    1012.87 ms /    23 tokens (   44.04 ms per token,    22.71 tokens per second)
27.41.070.075 I slot print_timing: id  2 | task 13581 |        eval time =    4711.51 ms /    55 tokens (   85.66 ms per token,    11.67 tokens per second)
27.41.070.076 I slot print_timing: id  2 | task 13581 |       total time =    5724.38 ms /    78 tokens
27.41.070.077 I slot print_timing: id  2 | task 13581 |    graphs reused =      12590
27.41.070.177 I slot      release: id  2 | task 13581 | stop processing: n_tokens = 546, truncated = 0
27.41.108.824 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.901
27.41.109.298 I slot launch_slot_: id  2 | task 13638 | processing task, is_child = 0
27.46.832.565 I slot print_timing: id  2 | task 13638 | prompt eval time =    1011.74 ms /    23 tokens (   43.99 ms per token,    22.73 tokens per second)
27.46.832.574 I slot print_timing: id  2 | task 13638 |        eval time =    4711.47 ms /    55 tokens (   85.66 ms per token,    11.67 tokens per second)
27.46.832.576 I slot print_timing: id  2 | task 13638 |       total time =    5723.21 ms /    78 tokens
27.46.835.025 I slot print_timing: id  2 | task 13638 |    graphs reused =      12642
27.46.835.174 I slot      release: id  2 | task 13638 | stop processing: n_tokens = 546, truncated = 0
27.46.877.342 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 178493989624
27.46.877.818 I slot launch_slot_: id  1 | task 13695 | processing task, is_child = 0
27.51.655.019 I slot print_timing: id  1 | task 13695 | prompt processing, n_tokens =    467, progress = 0.95, t =   3.77 s / 123.73 tokens per second
27.53.641.640 I slot print_timing: id  1 | task 13695 | prompt processing, n_tokens =    486, progress = 0.99, t =   5.76 s / 84.36 tokens per second
27.59.374.143 I slot print_timing: id  1 | task 13695 | prompt eval time =    6559.49 ms /   490 tokens (   13.39 ms per token,    74.70 tokens per second)
27.59.374.151 I slot print_timing: id  1 | task 13695 |        eval time =    4933.96 ms /    56 tokens (   88.11 ms per token,    11.35 tokens per second)
27.59.374.153 I slot print_timing: id  1 | task 13695 |       total time =   11493.45 ms /   546 tokens
27.59.374.155 I slot print_timing: id  1 | task 13695 |    graphs reused =      12695
27.59.377.746 I slot      release: id  1 | task 13695 | stop processing: n_tokens = 545, truncated = 0
27.59.414.777 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.899
27.59.415.159 I slot launch_slot_: id  1 | task 13755 | processing task, is_child = 0
28.05.272.598 I slot print_timing: id  1 | task 13755 | prompt eval time =    1053.47 ms /    23 tokens (   45.80 ms per token,    21.83 tokens per second)
28.05.272.606 I slot print_timing: id  1 | task 13755 |        eval time =    4803.91 ms /    56 tokens (   85.78 ms per token,    11.66 tokens per second)
28.05.272.621 I slot print_timing: id  1 | task 13755 |       total time =    5857.38 ms /    79 tokens
28.05.272.623 I slot print_timing: id  1 | task 13755 |    graphs reused =      12748
28.05.272.706 I slot      release: id  1 | task 13755 | stop processing: n_tokens = 545, truncated = 0
28.05.309.385 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.899
28.05.309.758 I slot launch_slot_: id  1 | task 13813 | processing task, is_child = 0
28.11.121.054 I slot print_timing: id  1 | task 13813 | prompt eval time =    1013.11 ms /    23 tokens (   44.05 ms per token,    22.70 tokens per second)
28.11.121.062 I slot print_timing: id  1 | task 13813 |        eval time =    4798.13 ms /    56 tokens (   85.68 ms per token,    11.67 tokens per second)
28.11.121.064 I slot print_timing: id  1 | task 13813 |       total time =    5811.24 ms /    79 tokens
28.11.121.065 I slot print_timing: id  1 | task 13813 |    graphs reused =      12801
28.11.121.148 I slot      release: id  1 | task 13813 | stop processing: n_tokens = 545, truncated = 0
28.11.159.013 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.899
28.11.159.374 I slot launch_slot_: id  1 | task 13871 | processing task, is_child = 0
28.17.018.455 I slot print_timing: id  1 | task 13871 | prompt eval time =    1013.59 ms /    23 tokens (   44.07 ms per token,    22.69 tokens per second)
28.17.018.463 I slot print_timing: id  1 | task 13871 |        eval time =    4845.42 ms /    56 tokens (   86.53 ms per token,    11.56 tokens per second)
